Gene names,Alpha A30P_day_1_1, Alpha A30P_day_1_2, Alpha A30P_day_10_1, Alpha A30P_day_10_2, Alpha A53T_day_1_1, Alpha A53T_day_1_2, Alpha A53T_day_10_1, Alpha A53T_day_10_2, Alpha A53T_day_30_1, Alpha A53T_day_30_2
UGP,0.866551957,1.092072095,-0.376882298,-0.380821784,1.055750964,0.781905211,-0.599527649,-0.564008778,-0.172977726,-0.249187717
RpS15Aa;RpS15Ab,-1.551183605,-1.541198058,-0.541722999,-0.650362969,-1.613829167,-1.697780398,-0.424765132,-0.668134302,0.101650076,0.003602237
cin-RB,1.454702328,1.196669988,0.84655349,0.868923771,1.653702091,0.764516014,0.679153521,0.837862529,1.065916918,0.820812077
,-0.365815669,-0.822145975,0.059355278,0.525567789,-1.059284472,-1.000808136,0.264116022,0.234378689,0.211510663,0.005471851
,-0.999509567,-0.987960591,-0.7093161,-0.766995493,-0.836604321,-1.288875176,-0.85141726,-1.177294322,-1.073302182,-1.20926132
Nup358,-1.715154251,-1.603621273,-1.901957808,-1.57832696,-1.558134119,-2.322360968,-1.729339502,-2.134223681,-1.650725318,-2.580439536
RpS3A,-1.343549394,-1.326045646,-0.440831269,-0.27784878,-1.17807758,-1.477341579,-0.211798749,-0.174963385,0.214373524,-0.034086456
RpS14a,-1.048889701,-0.83069068,-0.107632291,0.036749476,-0.930215357,-1.149824666,0.131984509,0.089362553,0.624522058,0.420078116
CG3590-RA,-0.509984464,-0.463648642,-0.605354161,-0.82945958,-0.847258436,-0.639804305,-1.027998535,-0.90976984,-0.834055912,-0.696190033
,0.085288675,0.286526343,0.493749794,0.55326219,0.211510663,0.098419558,0.487486349,0.591200673,0.459326692,0.290188457
,#VALUE!,0.68688146,0.171975377,-0.03144471,0.30018231,#VALUE!,0.124195772,0.172359498,0.842053602,0.419970287
Galk,-0.659084577,-0.031946122,-2.043824367,-1.972732689,0.705756782,-0.867804856,-1.188331691,-1.695816084,-1.652901329,-0.778061068
Cat,-1.12689553,-1.137330411,-0.873159265,-0.905304503,-1.046831627,-1.332825428,-0.946499362,-0.933077302,-0.652220973,-0.63126517
Adk2,0.363787841,0.067501049,-0.122475606,0.022758398,0.262192588,-0.089866027,-0.120529475,-0.172262256,0.13422094,0.051998468
Cyt-c-p,2.494261988,2.105912698,1.471031344,1.413539926,2.03801469,1.909811499,1.121678557,1.328549275,1.650259068,1.595646873
EG:87B1.3,1.655855539,1.872198366,-0.181492979,-0.149360574,2.210544722,1.478971805,-0.504570891,-0.53338854,0.002594517,0.163369914
eIF-2beta,-1.092063349,-0.856058083,-0.236129556,-0.157399234,-1.1733844,-0.990882186,-0.029161067,0.004896843,-0.130554952,-0.360638162
Ccp84Ab;Ccp84Aa,-0.938928908,-0.958196312,-0.031090877,0.13422094,-1.305859726,-0.770608962,-0.21940433,-0.191128984,0.411317768,0.040541794
CG3760,-0.382682708,-0.68940394,0.307778227,0.205267382,-0.635405157,-0.398854998,0.421371433,0.267835392,0.984552895,0.51772922
B52,0.046979908,-0.004146488,0.755998484,0.63988042,0.265556916,0.075874867,0.631523406,0.735002193,0.949646983,0.368489001
BEST:CK01296,-0.186540983,0.12498977,0.764346155,0.63784206,0.07244885,0.355805639,0.789520604,0.694479079,1.211884402,1.394514142
CG2649,0.228726355,0.167871708,0.244399991,0.238053099,0.459536538,-0.187707155,-0.030265604,-0.0014723,0.227864273,0.133563526
RpS19a,-1.142703701,-1.053044613,-0.066714419,-0.10766338,-0.946388153,-1.437681855,0.037311931,0.143524033,0.50589093,0.517326092
,-0.044508638,0.064193062,-0.529905707,-0.520272757,0.175684271,-0.0936789,-0.939288507,-1.05625117,-0.606386108,-0.796786312
sky,-0.820896656,-0.90803619,-1.205164124,-2.647015542,#VALUE!,#VALUE!,-1.578887138,#VALUE!,-1.349676587,-1.986616354
Adh,1.590098958,1.589571754,-0.22403081,-0.234193713,1.73239946,1.555521697,-0.368942294,-0.393709393,0.119820952,0.268434394
CG14752-RA,0.536948088,0.171591153,0.363114995,0.449534963,0.141955886,-0.154891373,0.369047643,0.09044698,0.41705586,0.504061001
,-0.125793214,0.070251922,-0.636997177,-0.690334846,-0.11425385,-0.268851523,-0.832796242,-0.801178998,-0.557560706,-0.367396746
Sec13,-0.459179169,-0.604608106,-0.256510883,0.050188223,-0.195615965,-0.530218193,-0.040882729,-0.224233031,0.600745498,#VALUE!
Ef1alpha48D,-1.458544634,-1.302582006,-0.777368523,-0.755502582,-1.563710211,-1.647105911,-0.600380441,-0.639175034,-0.116050803,-0.054871777
,-1.852875685,-1.884220958,-0.920707233,-0.914113103,-1.837016608,-2.348720941,-0.877552565,-0.715912342,-0.54361437,-0.353026343
RpS27,-1.144775692,-1.117192639,0.017779413,-0.204299537,-1.196772964,-1.372804085,-0.130097017,0.12498977,0.537643962,0.443288375
RpS25,-0.127336692,-0.111726282,0.735522177,1.011567199,-0.130318071,-0.309985261,1.013497992,0.98812113,1.570705789,1.409743929
RpS21,-0.770953574,-1.332280418,-0.190799609,-0.164868211,-1.005840293,-1.29350039,0.109962253,-0.016147223,0.33822472,0.256889886
vig2;fdy,-1.040348529,-1.180429907,-0.292952358,-0.469609582,-1.034869577,-1.317498614,-0.314319941,0.051580921,0.074231394,#VALUE!
eIF2B-delta,-1.808134188,-1.156048306,-1.323299307,#VALUE!,-1.535164474,#VALUE!,-1.196905251,-1.13799701,-0.050084134,-1.402969476
TBCB,-1.760235373,-1.485599961,-0.389299938,-0.678810754,-1.559239111,-1.519858986,#VALUE!,-0.538701955,-0.260929607,-0.067454987
Dp1,-3.005898236,-2.93743615,-2.240383941,-2.452372498,-2.798566876,-2.642684476,-1.826795795,-2.442771284,-1.60669364,-1.843111566
,0.234133396,0.109828565,0.558659484,0.486456956,0.230080016,0.012926174,0.64754477,0.537345771,0.815575429,0.861479018
LM408,-0.070193856,0.067638717,0.206018004,0.373620373,0.251446432,0.103128316,-0.004667447,-0.425229992,-0.075945734,0.473215434
Nak,-1.20240591,-0.843758729,-0.695208624,-0.842749281,-0.23210795,0.221320307,-0.577723934,-0.65068002,-0.450774425,-0.637647944
Tctp,-0.844250767,-0.769329693,-0.089420824,-0.088331425,-0.974404164,-1.141334633,-0.06131524,-0.160991776,0.470823163,0.443500567
,-0.927057302,-0.956823504,-1.244001516,-1.398778914,-0.056011181,#VALUE!,#VALUE!,-1.529780732,-1.852615144,-1.622420881
128up,-2.080942191,-2.23908928,-1.250508638,-1.010279671,-2.606473968,-1.910881556,-0.927578591,-1.978179183,-0.902200452,#VALUE!
Atg8a,1.025808419,0.864017717,1.508783578,1.468061924,1.074436931,#VALUE!,0.984552895,0.733007184,1.152248331,1.336626166
RpLP1,-0.591157732,-1.075672038,-0.184736096,-0.077041036,-1.189614482,-1.26735742,0.032383005,0.066399229,0.604545816,0.694389927
CG4721-RA,0.136585153,-0.276624927,0.150689643,-0.457078339,-0.201211213,-0.185982867,-0.242089214,0.08827731,-0.1409528,-0.815681615
CG6904,-0.470948696,-0.288505093,-1.053583536,-1.062083164,-0.112225204,-0.367005966,-0.962969269,-0.908198631,-0.788289998,-0.870730173
eIF3-S8,-2.312150973,-2.28208783,-1.377744314,-1.574196982,-2.211631675,-2.510621483,-1.588920911,-1.515067896,-0.932471417,-0.541996044
Nacalpha,0.262914176,-0.142464817,0.706287412,0.818114304,-0.288047028,-0.356069946,0.912649865,0.885340078,1.265136803,1.316551262
CG13865,0.398897571,0.170566057,0.666029381,0.502737941,0.335368915,-0.170832381,0.732920382,0.754032318,0.844385653,0.857821792
sta,-0.322559412,-0.566015041,0.237441347,0.44615034,-0.613718783,-0.892767438,0.29419431,0.477262849,0.800247628,0.865047789
,-0.168771307,-0.452333018,0.956354085,0.0739573,1.093222111,-0.355257691,0.580434959,0.28166858,0.748547105,0.935007067
EG:152A3.7,0.860843644,0.588996402,0.903115418,-0.10598552,0.276317993,-0.076812779,-0.19584729,-0.148736685,0.389897162,0.007339046
mRpS31,-0.544013976,-0.496162816,0.018064389,0.09423607,-0.543298969,-1.069542714,0.452490009,0.934629724,1.102993993,1.037874166
Sra-1,-1.683020169,-2.30315151,-1.242225723,-3.294632471,0.129480859,-1.981251896,-0.986530594,#VALUE!,-1.489969806,-2.251126627
eIF3-S9,-1.035017384,-0.676503106,0.098419558,0.011066201,-0.800977898,-1.238306234,0.236584458,0.370833848,0.368377246,0.550408193
,-1.812282919,-1.415691669,-1.179155253,-1.070633164,-1.502791313,-1.893732093,-1.088132046,-0.917270165,-0.600774208,-0.684897547
,-1.351442522,-1.469889294,-1.120043352,-1.224755567,-1.678302755,-0.95179172,-1.420742601,-1.422211072,-1.425927564,#VALUE!
RpL27,-0.270730032,-0.348188259,0.463622457,0.646162657,-0.097224062,-0.51692462,0.772392439,0.785425004,1.137044411,0.921740986
pdgy,-2.592745154,-1.712456783,-1.399425752,-1.412884682,-1.604322952,-1.752193982,-1.821788916,-1.336099817,-1.621976756,-1.576346537
RpL21,-1.072968285,-0.992632247,-0.128329801,-0.048233185,-0.790559112,-1.392932503,0.271903706,0.33193447,0.679243619,0.497944422
RpL13A,-1.828588186,-1.459060172,-0.769821585,-0.566121835,-1.254289378,-1.740191216,-0.439558939,-0.238204128,0.13211616,-0.032742841
Irp-1B,-2.29074466,-2.001501184,-1.783787286,-1.879117267,-2.245574234,-2.362603056,-2.031680647,-2.042813431,-1.662642847,-1.576776832
CG5567-RA,-0.769206746,-0.648032519,-1.328507336,-1.049188217,0.469365054,-0.046548499,-1.394372923,-1.158075173,-0.972364659,-0.948140701
,-0.692664743,-0.94125405,-0.075596021,-0.095034281,-0.536942596,-0.627694196,-0.094418041,-0.121219737,-0.220042743,-0.040645282
eIF-5A,-0.786099078,-0.784582323,-0.379695118,-0.155550068,-0.945582139,-1.085588556,-0.2094448,-0.164431592,0.365132593,0.181293413
,1.328089653,1.363227157,0.692784257,0.650856448,1.553901105,1.366755832,0.640528385,0.685626241,1.03794443,1.082566351
pyd3,-1.071451542,-1.253188504,-0.988647493,-1.383040129,-0.845520483,-1.200846365,-1.437603697,-1.640164012,-1.202273117,-1.229348527
GstE6,2.42886597,2.444693567,1.267056318,1.232415171,2.482693424,2.087327052,1.165879789,1.037874166,0.936289295,0.790271594
Inx3,-0.749911582,-0.303044711,-0.872868615,-0.95466887,-0.041595303,-1.049576379,-0.715580628,-0.57037868,-0.611160225,-0.79829087
sni,0.867422075,0.800661803,-0.128929149,-0.01055577,0.977829417,#VALUE!,0.191183609,-0.054467205,-0.078304708,#VALUE!
RpL18,-1.990394843,-1.666759477,-0.878878474,-0.693784431,-1.604366818,-1.930820295,-0.57595938,-0.503977454,0.00345832,-0.275454497
RpL29,-0.011587974,-0.341482298,0.674641429,0.833578294,-0.287641937,-0.530593266,0.921436331,0.894992331,1.440154909,1.142740172
RpL10Ab,-1.051458955,-1.064736397,-0.279966748,-0.222818079,-1.029323013,-1.320810439,-0.082728659,0.020911066,0.381837084,0.429642743
regucalcin,0.046560906,-0.312885548,-0.049606242,0.053250385,-0.202820966,-0.702139492,-0.009335523,-0.105286987,0.280718814,0.298658316
row,0.766383141,#VALUE!,#VALUE!,0.287945039,0.548436625,-1.751708062,#VALUE!,#VALUE!,-0.988532986,-1.482008807
Ef1gamma,-1.467573315,-1.297111998,-0.599615092,-0.601846673,-1.737061777,-1.685755928,-0.331662989,-0.392780963,-0.080453969,-0.123103951
RpL30,-0.84236122,-0.901310956,-0.077847831,0.033652052,-1.088408116,-1.163138681,-0.001558953,0.1264443,0.616734085,0.577344228
Sec23,-2.3957009,-2.203568369,-1.799520757,-2.035993287,-2.432999803,-2.384131754,-2.021394322,-1.294844835,-1.503936537,#VALUE!
BEST:GH09393,-0.480176327,0.170566057,-0.735691776,-1.233141976,0.124063396,-0.144775692,-1.182687825,-1.428332897,-0.864964283,-0.670910857
CG8306,-1.026058164,-0.919724377,-0.63099704,-0.577874667,-0.785029725,-1.186984346,-0.422887844,-0.537193802,-0.104449194,-0.156032231
CG12375,-0.243045048,-0.299240705,-0.740046631,-0.541345023,-0.439108999,-0.646157319,-0.621466182,-0.720207811,-0.637401067,-0.219790704
RpL9,-1.254495885,-1.322397047,-0.408243999,-0.350467311,-1.041832905,-1.360378848,-0.412750237,-0.210880085,0.329869872,0.319039816
GlyP,-0.011544345,0.074094354,-0.626468712,-0.715462177,0.165172318,-0.03842112,-0.660452104,-0.682649618,-0.162492659,-0.229077948
RpL3,-2.358601947,-2.044062338,-1.180855042,-1.111944539,-2.149760645,-2.28771238,-0.996023647,-1.139553607,-0.441262158,-0.731541652
,0.868844774,0.737773277,1.211697545,1.388189537,0.626112011,0.323658291,1.132576843,0.826680675,1.387913924,1.311096174
Tal,0.414785006,0.537146944,-0.13680687,-0.224485847,0.666483931,0.436908052,-0.387071954,-0.30306251,0.210638228,0.098015234
alpha-Est7,-0.654081374,-0.685964801,-1.474893306,-1.509224518,-0.699138273,-0.805887726,-1.904494107,-1.759746738,-1.450123865,-1.507993024
,#VALUE!,-1.034248955,-0.845805675,-0.903576207,#VALUE!,-1.194691033,-0.566591824,-1.146211892,-0.535018138,-0.517275603
shep,-1.626825109,-0.896361371,-0.218145134,-0.624065333,-0.36970637,#VALUE!,#VALUE!,-0.695512322,-0.477662973,-0.253343264
IM10,3.008307599,#VALUE!,1.785592399,1.913224529,3.841973119,3.655237324,1.526419424,1.414460306,1.432745659,1.276615769
T-cp1,-2.471448684,-2.193436716,-1.325792475,-1.204665261,-1.995448272,-2.310217785,-1.563028005,-0.911939837,-0.689915864,-1.096838296
,0.176833371,#VALUE!,0.029982866,-0.102325863,-0.26907751,-0.30413087,-0.462177153,#VALUE!,0.527270557,#VALUE!
RpS10b,0.107420059,-0.239600192,0.782660176,0.885886687,-0.119196948,-0.536000964,1.088073736,1.031324613,1.565207206,1.441217863
eIF-1A,0.046979908,0.072860402,0.423847055,0.759326305,-0.15979864,-0.535080851,0.573568424,0.490467444,1.021053252,0.728747725
,0.329181016,0.345850517,-0.03250673,0.025454096,0.552081911,0.467070757,-0.120717695,-0.18074057,0.205642742,0.225521734
RpLP0,-1.392364311,-1.2826493,-0.463270684,-0.215328515,-1.559324146,-1.620778302,-0.164302249,-0.071967056,0.333767192,0.411317768
Cyp28d1,-0.602197038,-0.067621289,-1.498627099,-1.357899195,0.031395196,-0.08395145,-1.821992939,-1.571064372,-1.197831604,-1.275018012
GstE4,1.434027675,1.528971317,0.442439294,0.25592366,1.301763217,0.921283979,0.254231207,0.355241844,-0.104480215,-0.12426711
Sec61beta,0.019061365,-0.046459101,0.76714627,0.759837596,0.359071312,0.216982489,1.00367419,0.96761131,1.347665656,1.173319354
,#VALUE!,#VALUE!,-1.952824599,-2.201045362,#VALUE!,#VALUE!,-2.674199144,-2.209428119,-2.001674498,-0.702397701
,#VALUE!,0.212507085,0.983677695,0.736994448,#VALUE!,0.085560625,0.841651143,0.602171791,0.695192093,#VALUE!
,1.48707468,1.868173119,-0.369631808,-0.415999617,#VALUE!,1.604830437,-1.075611224,-0.049904906,-0.391890989,-0.089374777
Gclc,-1.225531291,-1.512102099,2.447737871,-1.697546411,0.400756503,#VALUE!,0.99110003,-1.519983105,-0.956487505,0.776272468
RpL7A,-1.238578549,-1.24793653,-0.289051439,-0.132403964,-1.189186758,-1.357529463,0.053945425,0.065710164,0.612022163,0.318114344
glob1,3.323370069,3.096869034,0.801572569,0.907736729,3.409119344,3.010833536,0.66712006,0.555325359,1.012997664,0.951438594
Sptr,0.622742976,0.492622329,0.31254901,0.200755432,0.45691126,0.558267634,-0.048561406,0.02672925,0.439463568,0.345169251
CG7185,0.692516471,0.40315863,1.280659432,1.239581346,0.000721167,0.011924948,1.168577857,1.301763217,1.893595198,0.82374936
Cpr,-2.507910962,-2.208827732,-1.90465615,-2.169355249,-2.356605547,-2.461084451,-1.445715681,-2.345417814,-1.611138189,-2.268469163
,-1.279423832,-1.132957548,#VALUE!,-0.966545282,#VALUE!,#VALUE!,-0.9479737,-1.633210603,-1.121486518,-2.203103273
Rfabg,-2.552071743,-2.279844136,-1.307679937,-1.352731547,-2.045550542,-2.070421068,-1.142831122,-1.085833516,-1.207760995,-1.286339373
ade5,0.01948843,0.096126889,-0.876625153,-0.891268145,0.32998465,0.079019633,-1.192447236,-1.18419507,-0.877605578,-0.906196466
RpL11,-1.311327262,-1.389186567,-0.358583449,-0.319369581,-1.076980164,-1.519197199,-0.117787378,-0.106404802,0.326422296,0.236217064
EG:BACR19J1.2,-1.123496805,-0.579231971,-0.936773198,-0.827538087,0.603406772,-0.157367054,-0.780884153,-0.386072367,-0.069572993,-0.281473974
,0.093019233,0.187261005,-0.605112748,-0.537235674,0.257493448,#VALUE!,-0.910420496,-0.55450635,-0.224283591,-0.772382131
CG12163,-1.360304767,-1.526285809,-1.715059517,-1.012577258,-0.282947669,-1.46267411,-1.915990178,-1.759844452,-1.726233488,-2.439011204
nudC,-1.459893355,-2.126580497,-0.859875776,-1.078868389,-1.867331038,-2.36557401,-0.833464501,-0.946582775,-1.013829382,#VALUE!
RpL35A,-0.63025994,-0.752996107,0.235604533,0.285816472,-0.521659755,-0.957803948,0.577730931,0.457436698,1.10440376,0.864255491
CG5390-RA,-1.232972413,-1.647151098,-0.80533296,-0.819801206,-1.448547967,-1.511320474,-0.931563066,-0.936165759,-0.77371344,-0.89475104
,-0.245865033,-0.138949829,-0.774132811,-0.891776659,-0.029588055,-0.18427703,-1.214139809,-1.235653845,-0.68833414,-0.603687041
Tsf1,0.030689204,-0.086875063,-0.971826936,-0.965897,0.50019018,0.341074883,-1.132135157,-1.188397448,-0.827742924,-0.853084152
Trip1,-1.136854457,-1.16909569,-0.181427536,-0.29805179,-1.331880875,-1.442810504,-0.270120988,-0.232192678,0.128821281,0.02672925
RpS13,-0.292934683,-0.164156751,0.586596629,0.764516014,-0.335298724,-0.355183872,0.838508103,0.959918497,1.362049012,1.283032775
vig,-0.474652716,-0.575099405,0.985791854,0.889395662,-0.581712886,-0.689683149,1.203514411,1.078541524,1.691489499,1.547548539
Cyt-b5-r,1.828794038,1.846473257,-0.177571677,-0.130649716,2.313565125,1.943246224,-0.611843534,-0.500605643,0.178491568,0.260387037
,-0.603928215,0.41705586,-1.305431775,-0.263525006,-0.697967615,#VALUE!,-1.132008677,-1.433077713,-0.639040225,-0.818045127
,-0.712456783,-0.720350421,-1.061390509,-1.047159529,-0.718450107,-0.899641263,-1.291450756,-1.275262427,-0.597910914,-0.485034467
Mal-A5,0.10272531,0.478713002,0.543495883,0.667755908,0.287117636,0.035060797,0.302289802,0.431141535,0.575796375,0.665483733
rush,-1.550253761,-1.931700658,-1.528157036,-1.673876882,-1.767683075,-0.868779303,-1.125950636,-1.471608717,-1.680474549,-0.485095045
FK506-bp1,-0.721277733,-0.448055852,0.750520755,0.547252389,-0.449710025,-0.607177036,0.806530289,0.816149114,1.037030731,1.022900402
Aats-asn,-1.891000577,-1.433506292,-1.39946381,-1.870967622,-1.649095461,-1.70167014,-0.706370548,-0.750493979,-1.780115925,-1.501687851
bic,0.678612814,0.365468586,0.765280131,0.844064215,0.177088602,0.090040415,0.821546959,0.914258349,1.281015683,1.172231469
,0.757450016,0.572307624,0.82887526,0.902034978,0.505382849,0.550999139,0.58062791,0.651040207,0.944108799,0.945532795
Cyp6d5,1.57128848,1.841369355,0.36120689,0.260025656,2.290925662,1.634639731,0.023184369,0.132774233,0.55011263,0.743471883
CG8798,-1.488633171,-1.751999594,-1.593354492,-1.584803813,-2.040496898,0.125386605,-1.998096898,-1.646292794,-0.767241021,-1.759307108
Syn,0.162854528,-0.350982435,-0.297342457,-0.44711146,-0.237744745,-0.219471518,-0.316043098,-0.54361437,-0.288135106,-0.565203662
l(1)G0136,-1.091479119,-0.581626522,-1.029529152,-0.889316045,-0.00993099,-1.484105923,-1.231447239,-1.132293273,-0.630930015,-1.312079328
RpS7,0.091395186,0.134483822,0.754631,0.913033,-0.001428976,-0.244189468,1.017779413,1.039278795,1.501668429,1.267176203
eIF-2alpha,-1.583160258,-1.502055578,-0.739588874,-0.646202476,-1.330211257,-2.072361397,-0.596383237,-0.824724519,-0.422288401,-0.626958781
bai,-0.053433815,0.038295698,0.400647221,0.38272258,0.005471851,-0.319783681,0.517426885,0.607484193,0.720190894,0.649753399
zormin,-2.051518759,-2.376694972,-2.373028274,-1.996714399,-2.033805817,-1.594966126,-1.823830442,-1.76645548,-1.773886107,-2.368625601
Hn,-2.296119676,-2.08332464,-0.033392345,-0.107274813,-2.086017264,-2.548269282,-0.256631528,-0.222767571,0.839717775,0.647728951
Spat,0.355918372,0.415109632,-0.39333037,-0.678418193,0.538140809,0.05963216,-0.354335228,-0.424823231,-0.344721453,-0.179138919
Mfe2,-1.108985291,-0.935862135,-0.189943586,-0.303632203,-0.877234528,-1.104449194,-0.206445329,-0.173172915,0.082157559,0.06942721
hebe,0.167100969,0.08841301,0.581013735,0.59779335,0.238542314,-0.553913197,0.356819915,0.563841479,1.054848477,0.573762296
,-1.795608837,-1.106591189,-1.228570749,-1.474412167,-1.678395105,-1.851937957,-1.345747787,#VALUE!,-1.368923664,-1.16058858
Fdh,-1.459694935,-1.340769563,-1.058202563,-1.207161302,-1.381686157,-1.844302571,-1.053314049,-1.104108011,-0.487257325,-0.706959178
Adk3,0.772476899,0.619647767,1.361768359,1.204265945,0.631895859,0.557287542,1.15924166,1.200064862,1.459798803,1.05088474
,0.174278571,0.39330636,-0.40987229,-0.471788775,0.712903875,0.19887128,-0.604630043,-0.531468814,-0.006854633,0.010636636
CG3364,#VALUE!,-0.681931946,-0.696564079,-0.487216879,#VALUE!,-1.657308728,-1.399577991,-0.734227074,-0.538680998,#VALUE!
ALiX,-1.680798288,-1.733795151,-1.315235112,-1.667905073,-1.573724509,-1.300590512,-1.293394303,-1.344684812,-1.093417212,-1.409163279
